Customer ID,Age,Location,Subscription Status,Previous Purchases,Frequency of Purchases,Avg_no_of_yearly_purchases,Aggregate,Depandancy_Score,aggval,Value,Satisfaction_flag,RFM_Score,Customer_Segment
3115,21,Arkansas,0,45,Bi-Weekly,114,3.378226181,26.26023252,3.378226181,18.56065415,Good,553,Loyal Customer
3116,26,South Dakota,0,9,Bi-Weekly,114,0.75938483,52.2770008,0.75938483,41.49293649,Good,513,Recent Customer
3117,50,Montana,0,1,Weekly,57,-0.734046906,67.11343501,-0.734046906,54.57039847,Average,413,Recent Customer
3118,43,Florida,0,4,Bi-Weekly,114,0.286574246,56.97411748,0.286574246,45.63317422,Average,512,Recent Customer
3119,61,Virginia,0,31,Quarterly,3,1.241543947,47.48701152,1.241543947,37.2708369,Good,145,At Risk
3120,63,Louisiana,0,21,Every 3 Months,4,-0.184668676,61.65566029,-0.184668676,49.75968449,Good,234,At Risk
3121,46,Louisiana,0,32,Fortnightly,28,1.076907094,49.12258934,1.076907094,38.71250452,Good,344,Loyal Customer
3122,63,Louisiana,0,16,Weekly,57,-0.877959748,68.54313103,-0.877959748,55.83059314,Average,422,Potential Loyalist
3123,23,Georgia,0,34,Fortnightly,28,-0.093630723,60.75124762,-0.093630723,48.96249683,Average,342,Loyal Customer
3124,57,Iowa,0,40,Bi-Weekly,114,3.918828306,20.88964365,3.918828306,13.82678948,Average,544,Champion
3125,57,California,0,4,Every 3 Months,4,-2.543839085,85.09273862,-2.543839085,70.41811875,Average,212,About to Sleep
3126,33,Oregon,0,3,Quarterly,3,-3.694819021,96.52709995,-3.694819021,80.4968495,Good,111,Hibernating
3127,57,Maine,0,28,Bi-Weekly,114,3.045881189,29.56189974,3.045881189,21.47088359,Average,534,Potential Loyalist
3128,55,Louisiana,0,43,Every 3 Months,4,1.971703844,40.23326899,1.971703844,30.87708077,Average,255,At Risk
3129,65,Arkansas,0,20,Annually,1,-2.316840059,82.83762642,-2.316840059,68.43036728,Good,121,Hibernating
3130,60,Maryland,0,40,Every 3 Months,4,-1.360665737,73.3385532,-1.360665737,60.0574815,Good,241,Need Attention
3131,52,Vermont,0,34,Every 3 Months,4,-1.776026531,77.46493738,-1.776026531,63.69465143,Good,241,Need Attention
3132,34,North Dakota,0,11,Every 3 Months,4,-1.721447256,76.92272189,-1.721447256,63.21671971,Average,223,About to Sleep
3133,33,Michigan,0,26,Quarterly,3,0.895409952,50.925665,0.895409952,40.30181183,Good,135,At Risk
3134,58,Arkansas,0,29,Bi-Weekly,114,2.777303752,32.2300709,2.777303752,23.82272274,Good,533,Potential Loyalist
3135,35,Kentucky,0,47,Weekly,57,2.450385846,35.47782296,2.450385846,26.68542907,Good,453,Loyal Customer
3136,68,Indiana,0,48,Fortnightly,28,2.564565643,34.34350861,2.564565643,25.68559632,Good,355,Loyal Customer
3137,58,Minnesota,0,29,Bi-Weekly,114,1.257184689,47.33162922,1.257184689,37.13387636,Average,531,Potential Loyalist
3138,34,Louisiana,0,14,Monthly,12,-1.938230612,79.07634694,-1.938230612,65.11501611,Average,322,Promising
3139,47,Kentucky,0,40,Every 3 Months,4,1.806248977,41.87697335,1.806248977,32.32591147,Good,245,At Risk
3140,35,Georgia,0,4,Weekly,57,0.275918552,57.07997602,0.275918552,45.72648243,Good,415,Recent Customer
3141,34,Alaska,0,37,Weekly,57,0.829156207,51.58386001,0.829156207,40.88197281,Good,442,Loyal Customer
3142,36,Mississippi,0,47,Bi-Weekly,114,2.418816011,35.79145214,2.418816011,26.96187513,Good,551,Loyal Customer
3143,23,Kansas,0,1,Quarterly,3,-4.044400266,100,-4.044400266,83.55801081,Good,111,Hibernating
3144,68,Arizona,0,26,Quarterly,3,-2.271504763,82.38724485,-2.271504763,68.03338187,Average,131,Lost
3145,23,Maine,0,12,Quarterly,3,-1.213854531,71.8800635,-1.213854531,58.77190686,Average,124,Need Attention
3146,57,Texas,0,16,Fortnightly,28,-2.015321577,79.84220386,-2.015321577,65.79007487,Good,321,Promising
3147,21,Virginia,0,19,Annually,1,-0.232564852,62.13148282,-0.232564852,50.17909464,Good,124,Need Attention
3148,45,North Dakota,0,21,Weekly,57,2.043931548,39.51572594,2.043931548,30.24460791,Good,435,Potential Loyalist
3149,37,West Virginia,0,15,Weekly,57,-1.073863136,70.48932493,-1.073863136,57.54605093,Good,421,Potential Loyalist
3150,18,North Carolina,0,9,Annually,1,-2.740530611,87.04676224,-2.740530611,72.140478,Good,112,Hibernating
3151,55,Georgia,0,7,Bi-Weekly,114,-0.561383595,65.39811867,-0.561383595,53.05844594,Average,511,Recent Customer
3152,52,New Mexico,0,47,Quarterly,3,0.955730256,50.3264155,0.955730256,39.77360792,Average,153,At Risk
3153,49,North Carolina,0,17,Monthly,12,0.211824143,57.71671921,0.211824143,46.28773486,Average,325,Promising
3154,56,Alabama,0,46,Fortnightly,28,2.552788634,34.46050681,2.552788634,25.7887235,Average,355,Loyal Customer
3155,27,Connecticut,0,32,Quarterly,3,-0.462701494,64.41776553,-0.462701494,52.19432113,Good,143,At Risk
3156,22,Montana,0,34,Annually,1,1.101415839,48.87910825,1.101415839,38.49788997,Good,145,At Risk
3157,18,Montana,0,18,Monthly,12,-1.407970239,73.80849777,-1.407970239,60.47171056,Average,322,Promising
3158,21,Maine,0,5,Fortnightly,28,-2.565688718,85.30980287,-2.565688718,70.60944839,Average,311,Lost
3159,30,Mississippi,0,44,Monthly,12,1.532015831,44.6013309,1.532015831,34.72727569,Good,354,Loyal Customer
3160,62,Louisiana,0,4,Quarterly,3,-0.965383862,69.41164218,-0.965383862,56.59613568,Average,115,Need Attention
3161,28,Nebraska,0,37,Fortnightly,28,1.887521914,41.06957081,1.887521914,31.61423265,Average,345,Loyal Customer
3162,66,Massachusetts,0,43,Monthly,12,1.462789032,45.2890616,1.462789032,35.33347068,Good,354,Loyal Customer
3163,66,Wisconsin,0,28,Quarterly,3,0.527157195,54.58405638,0.527157195,43.52647306,Average,135,At Risk
3164,49,Nebraska,0,36,Monthly,12,0.513720615,54.71754152,0.513720615,43.64413252,Average,343,Loyal Customer
3165,40,Arizona,0,16,Annually,1,-2.593747254,85.58854921,-2.593747254,70.85514722,Average,121,Hibernating
3166,49,Hawaii,0,38,Every 3 Months,4,1.54111879,44.51089794,1.54111879,34.64756424,Average,245,At Risk
3167,19,Georgia,0,37,Fortnightly,28,1.591943207,44.00598493,1.591943207,34.20251252,Average,344,Loyal Customer
3168,24,Oregon,0,9,Bi-Weekly,114,1.815023068,41.78980752,1.815023068,32.24907981,Average,514,Recent Customer
3169,31,Montana,0,14,Fortnightly,28,-2.364902823,83.31510391,-2.364902823,68.85123618,Average,321,Promising
3170,35,Georgia,0,3,Weekly,57,-0.891172015,68.67438774,-0.891172015,55.94628836,Average,413,Recent Customer
3171,65,Rhode Island,0,10,Fortnightly,28,-1.923976017,78.93473527,-1.923976017,64.99019358,Good,312,Need Attention
3172,68,Tennessee,0,26,Bi-Weekly,114,0.796151115,51.9117477,0.796151115,41.17098692,Average,531,Potential Loyalist
3173,57,Missouri,0,30,Bi-Weekly,114,2.170922079,38.2541439,2.170922079,29.13259603,Average,533,Potential Loyalist
3174,69,Washington,0,32,Fortnightly,28,-0.189858792,61.70722128,-0.189858792,49.80513253,Good,342,Loyal Customer
3175,45,Oklahoma,0,35,Monthly,12,-0.146663598,61.27810046,-0.146663598,49.42688725,Average,343,Loyal Customer
3176,35,Connecticut,0,26,Every 3 Months,4,-1.400879273,73.73805287,-1.400879273,60.40961744,Average,232,Need Attention
3177,36,Arkansas,0,39,Monthly,12,-0.503139345,64.81949364,-0.503139345,52.54842131,Good,342,Loyal Customer
3178,55,Missouri,0,31,Monthly,12,-0.423570793,64.02902324,-0.423570793,51.8516672,Average,343,Loyal Customer
3179,66,Washington,0,28,Annually,1,-1.678574608,76.49680539,-1.678574608,62.84129885,Average,131,Lost
3180,57,Idaho,0,12,Bi-Weekly,114,2.44495876,35.53173812,2.44495876,26.73295217,Good,525,Potential Loyalist
3181,18,Montana,0,46,Weekly,57,3.310120697,26.93682356,3.310120697,19.15703018,Average,455,Champion
3182,31,Montana,0,27,Every 3 Months,4,-0.951622709,69.27493259,-0.951622709,56.47563405,Good,232,Need Attention
3183,50,Georgia,0,4,Annually,1,-0.679809423,66.57461504,-0.679809423,54.0954597,Average,115,Need Attention
3184,50,Mississippi,0,14,Every 3 Months,4,-1.640443448,76.11799299,-1.640443448,62.50739755,Average,223,About to Sleep
3185,61,Hawaii,0,30,Quarterly,3,-0.685606151,66.63220239,-0.685606151,54.14621964,Good,133,At Risk
3186,52,Ohio,0,6,Annually,1,-1.639219593,76.10583466,-1.639219593,62.49668067,Good,114,Need Attention
3187,38,Virginia,0,43,Annually,1,1.851133619,41.43106879,1.851133619,31.93287228,Good,155,At Risk
3188,67,Texas,0,28,Weekly,57,1.388429843,46.02777981,1.388429843,35.98460822,Average,434,Potential Loyalist
3189,42,Vermont,0,39,Monthly,12,0.425822305,55.59076355,0.425822305,44.41382743,Average,343,Loyal Customer
3190,25,Kansas,0,30,Bi-Weekly,114,3.648815612,23.5720733,3.648815612,16.19119668,Good,535,Potential Loyalist
3191,41,California,0,5,Fortnightly,28,-0.707765419,66.85234269,-0.707765419,54.34026063,Average,314,Need Attention
3192,62,Mississippi,0,42,Every 3 Months,4,0.804613278,51.82768071,0.804613278,41.09688671,Good,253,At Risk
3193,19,Iowa,0,20,Fortnightly,28,0.246185506,57.3753577,0.246185506,45.98684436,Average,324,Promising
3194,63,Virginia,0,35,Fortnightly,28,2.25577467,37.41117943,2.25577467,28.38957141,Good,345,Loyal Customer
3195,43,Maryland,0,10,Bi-Weekly,114,0.786386099,52.00875784,0.786386099,41.25649577,Good,513,Recent Customer
3196,68,Missouri,0,36,Quarterly,3,-0.05911771,60.40837955,-0.05911771,48.66027838,Good,143,At Risk
3197,24,Wisconsin,0,21,Fortnightly,28,-0.402421697,63.81891844,-0.402421697,51.66647192,Average,333,Promising
3198,27,Maine,0,29,Every 3 Months,4,0.03134148,59.50971657,0.03134148,47.86815874,Average,234,At Risk
3199,61,Pennsylvania,0,39,Weekly,57,3.078886281,29.23401205,3.078886281,21.18186948,Average,445,Champion
3200,59,Maine,0,16,Monthly,12,-1.968679132,79.37883647,-1.968679132,65.38164321,Good,322,Promising
3201,67,Missouri,0,32,Monthly,12,-1.536658821,75.08694902,-1.536658821,61.59859169,Good,341,Loyal Customer
3202,46,Vermont,0,34,Monthly,12,-0.80704781,67.83865939,-0.80704781,55.20964198,Average,342,Loyal Customer
3203,65,Wisconsin,0,38,Annually,1,-0.85963003,68.36103522,-0.85963003,55.67008618,Good,142,Need Attention
3204,63,New Jersey,0,14,Annually,1,-2.858877441,88.2224738,-2.858877441,73.1768,Good,121,Hibernating
3205,57,New Mexico,0,23,Bi-Weekly,114,3.375355667,26.28874953,3.375355667,18.58579025,Good,535,Potential Loyalist
3206,40,Colorado,0,50,Every 3 Months,4,-0.49949563,64.78329531,-0.49949563,52.51651457,Good,251,Need Attention
3207,36,California,0,49,Monthly,12,0.822511588,51.6498707,0.822511588,40.94015743,Average,353,Loyal Customer
3208,67,Arizona,0,14,Annually,1,-2.858877441,88.2224738,-2.858877441,73.1768,Average,121,Hibernating
3209,61,Indiana,0,42,Weekly,57,0.584132789,54.01803477,0.584132789,43.02755762,Average,451,Loyal Customer
3210,64,Arkansas,0,39,Annually,1,-1.043756408,70.19023091,-1.043756408,57.28241679,Good,141,Need Attention
3211,30,Nevada,0,43,Bi-Weekly,114,3.704253408,23.02132887,3.704253408,15.70574719,Average,553,Loyal Customer
3212,53,Rhode Island,0,12,Monthly,12,-1.18994809,71.64256598,-1.18994809,58.56256648,Good,323,Promising
3213,27,Wyoming,0,21,Weekly,57,-1.207434226,71.81628125,-1.207434226,58.71568648,Average,431,Potential Loyalist
3214,27,Texas,0,33,Monthly,12,-0.116215077,60.97561093,-0.116215077,49.16026016,Average,343,Loyal Customer
3215,53,Washington,0,6,Annually,1,-1.343640886,73.16942054,-1.343640886,59.9084008,Average,114,Need Attention
3216,34,Rhode Island,0,10,Every 3 Months,4,-0.48168264,64.60633291,-0.48168264,52.36053241,Average,215,About to Sleep
3217,39,Illinois,0,18,Weekly,57,1.245093737,47.45174627,1.245093737,37.23975261,Average,425,Potential Loyalist
3218,44,Oregon,0,46,Weekly,57,2.043354811,39.5214555,2.043354811,30.24965819,Average,453,Loyal Customer
3219,37,Florida,0,49,Monthly,12,0.062452057,59.20064987,0.062452057,47.59573424,Average,351,Loyal Customer
3220,57,Kansas,0,39,Weekly,57,0.798707687,51.88634955,0.798707687,41.14859991,Average,442,Loyal Customer
3221,38,North Dakota,0,16,Monthly,12,-2.433159957,83.99320152,-2.433159957,69.44894015,Good,321,Promising
3222,21,New Hampshire,0,28,Annually,1,0.094897632,58.87832067,0.094897632,47.31161963,Average,134,At Risk
3223,45,Texas,0,22,Quarterly,3,0.069570872,59.12992829,0.069570872,47.53339725,Good,134,At Risk
3224,68,Montana,0,36,Bi-Weekly,114,3.135214756,28.67441921,3.135214756,20.68862063,Average,543,Loyal Customer
3225,37,Delaware,0,18,Monthly,12,-0.141204353,61.22386583,-0.141204353,49.37908255,Average,324,Promising
3226,53,New Hampshire,0,31,Weekly,57,2.693974008,33.0579067,2.693974008,24.55241231,Average,445,Champion
3227,57,Minnesota,0,38,Fortnightly,28,1.28114024,47.09364382,1.28114024,36.92410593,Average,344,Loyal Customer
3228,28,Alaska,0,42,Quarterly,3,0.820723909,51.66763033,0.820723909,40.95581152,Average,154,At Risk
3229,37,Connecticut,0,27,Annually,1,0.827955894,51.59578447,0.827955894,40.89248354,Good,135,At Risk
3230,54,Connecticut,0,24,Monthly,12,-0.274775443,62.55082215,-0.274775443,50.5487181,Average,333,Promising
3231,49,Kansas,0,38,Annually,1,-0.352923675,63.32718245,-0.352923675,51.23303497,Poor,142,Need Attention
3232,62,Nevada,0,9,Annually,1,-0.333675428,63.13596155,-0.333675428,51.06448477,Good,115,Need Attention
3233,45,Massachusetts,0,19,Monthly,12,-2.014351912,79.83257077,-2.014351912,65.78158385,Good,321,Promising
3234,45,Indiana,0,11,Bi-Weekly,114,1.784574548,42.09229705,1.784574548,32.5157069,Average,524,Potential Loyalist
3235,49,Washington,0,16,Quarterly,3,0.160916433,58.2224597,0.160916433,46.73351597,Poor,125,Need Attention
3236,27,Kansas,0,18,Monthly,12,-0.647910708,66.2577186,-0.647910708,53.81613375,Good,323,Promising
3237,63,South Carolina,0,8,Monthly,12,-0.664570225,66.42322187,-0.664570225,53.96201535,Good,314,Need Attention
3238,61,Vermont,0,4,Weekly,57,-0.906396275,68.8256325,-0.906396275,56.07960191,Average,413,Recent Customer
3239,25,Wyoming,0,37,Quarterly,3,1.107972857,48.81396784,1.107972857,38.44047245,Average,144,At Risk
3240,33,Colorado,0,30,Monthly,12,-1.337308183,73.10650857,-1.337308183,59.85294753,Average,331,Promising
3241,56,West Virginia,0,37,Monthly,12,-0.641592942,66.19495503,-0.641592942,53.76081128,Average,342,Loyal Customer
3242,50,Connecticut,0,30,Quarterly,3,-0.474478504,64.53476373,-0.474478504,52.2974483,Good,133,At Risk
3243,45,Oregon,0,17,Weekly,57,0.711386114,52.75384201,0.711386114,41.91324454,Average,424,Potential Loyalist
3244,45,Idaho,0,11,Every 3 Months,4,-0.032426075,60.14321264,-0.032426075,48.42654902,Good,225,About to Sleep
3245,65,Arkansas,0,42,Annually,1,1.275200465,47.15265226,1.275200465,36.97611847,Good,154,At Risk
3246,63,Kansas,0,20,Weekly,57,1.00351757,49.85167446,1.00351757,39.35515104,Average,424,Potential Loyalist
3247,70,Michigan,0,37,Monthly,12,1.934164359,40.60620342,1.934164359,31.20580099,Average,345,Loyal Customer
3248,53,Arkansas,0,12,Fortnightly,28,0.325754058,56.58488731,0.325754058,45.29009025,Average,325,Promising
3249,22,Pennsylvania,0,41,Quarterly,3,1.173752405,48.16048371,1.173752405,37.86446384,Good,154,At Risk
3250,26,Virginia,0,32,Quarterly,3,0.719613332,52.67210906,0.719613332,41.84120165,Average,144,At Risk
3251,23,Minnesota,0,15,Weekly,57,1.248540988,47.4174997,1.248540988,37.20956624,Average,425,Potential Loyalist
3252,25,Nevada,0,39,Quarterly,3,-1.456007435,74.28572125,-1.456007435,60.89235557,Average,141,Need Attention
3253,69,Montana,0,48,Fortnightly,28,-0.137868246,61.19072342,-0.137868246,49.34986942,Average,351,Loyal Customer
3254,36,Nebraska,0,8,Fortnightly,28,-1.260144554,72.33992977,-1.260144554,59.17725248,Average,313,Need Attention
3255,21,Indiana,0,11,Every 3 Months,4,-2.903762083,88.66837837,-2.903762083,73.56983919,Good,221,About to Sleep
3256,57,New Jersey,0,36,Monthly,12,-0.584143153,65.62422254,-0.584143153,53.25774347,Average,342,Loyal Customer
3257,60,Wisconsin,0,50,Every 3 Months,4,-0.415044571,63.94431985,-0.415044571,51.77700603,Good,251,Need Attention
3258,44,Minnesota,0,39,Every 3 Months,4,1.863698767,41.30624086,1.863698767,31.82284365,Average,245,At Risk
3259,31,New Jersey,0,11,Bi-Weekly,114,0.813387369,51.74051487,0.813387369,41.02005505,Good,522,Potential Loyalist
3260,57,Oklahoma,0,5,Every 3 Months,4,-0.616688987,65.94754774,-0.616688987,53.54273601,Average,215,About to Sleep
3261,39,Wisconsin,0,7,Annually,1,-3.047886327,90.10017456,-3.047886327,74.83188504,Good,112,Hibernating
3262,48,Rhode Island,0,50,Weekly,57,2.06690883,39.2874591,2.06690883,30.04340385,Average,453,Loyal Customer
3263,42,Indiana,0,21,Every 3 Months,4,-2.042591975,80.11312047,-2.042591975,66.02887225,Average,231,Need Attention
3264,56,Vermont,0,31,Fortnightly,28,0.669876059,53.16622189,0.669876059,42.27673364,Good,343,Loyal Customer
3265,28,Maine,0,39,Bi-Weekly,114,2.70951221,32.90354309,2.70951221,24.41634968,Good,542,Loyal Customer
3266,40,Alabama,0,28,Fortnightly,28,1.813412607,41.80580658,1.813412607,32.26318206,Average,335,Promising
3267,49,Alabama,0,33,Weekly,57,1.819014897,41.75015086,1.819014897,32.21412475,Good,444,Champion
3268,37,Idaho,0,42,Quarterly,3,-0.1926888,61.73533588,-0.1926888,49.82991393,Average,152,Need Attention
3269,22,Arkansas,0,5,Every 3 Months,4,-0.532237928,65.10857228,-0.532237928,52.80322748,Average,215,About to Sleep
3270,27,Ohio,0,25,Monthly,12,-0.501127351,64.79950557,-0.501127351,52.53080298,Good,333,Promising
3271,59,Illinois,0,48,Annually,1,-0.674068394,66.51758103,-0.674068394,54.04518751,Good,151,Need Attention
3272,35,Nevada,0,30,Weekly,57,0.809049439,51.78360985,0.809049439,41.05804078,Good,433,Potential Loyalist
3273,58,Texas,0,34,Quarterly,3,1.533675403,44.58484396,1.533675403,34.7127434,Average,145,At Risk
3274,58,Nevada,0,34,Every 3 Months,4,-0.720388293,66.9777441,-0.720388293,54.45079475,Average,242,Need Attention
3275,46,Oklahoma,0,14,Fortnightly,28,-2.533804941,84.99305484,-2.533804941,70.33025324,Average,321,Promising
3276,43,Alabama,0,2,Weekly,57,0.264141543,57.19697422,0.264141543,45.8296096,Average,415,Recent Customer
3277,39,South Dakota,0,41,Every 3 Months,4,2.044377894,39.51129173,2.044377894,30.24069941,Good,255,At Risk
3278,59,Texas,0,3,Monthly,12,-0.926253161,69.02289989,-0.926253161,56.25348175,Good,315,Need Attention
3279,59,Montana,0,18,Weekly,57,0.611710795,53.74406224,0.611710795,42.78606662,Average,424,Potential Loyalist
3280,59,Wyoming,0,1,Fortnightly,28,-2.166987442,81.34892196,-2.166987442,67.11816006,Average,312,Need Attention
3281,45,New York,0,5,Monthly,12,-2.012339919,79.81258271,-2.012339919,65.76396552,Average,313,Need Attention
3282,27,Oregon,0,41,Annually,1,0.699267312,52.87423573,0.699267312,42.01936467,Average,154,At Risk
3283,24,California,0,5,Monthly,12,-0.449995326,64.29153665,-0.449995326,52.08305764,Good,315,Need Attention
3284,47,North Carolina,0,10,Every 3 Months,4,-3.268567588,92.29252318,-3.268567588,76.76431404,Average,211,About to Sleep
3285,70,Kentucky,0,20,Annually,1,-0.332240171,63.12170305,-0.332240171,51.05191672,Good,124,Need Attention
3286,58,Hawaii,0,11,Weekly,57,-1.51967245,74.91819864,-1.51967245,61.44984795,Good,421,Potential Loyalist
3287,45,Illinois,0,4,Fortnightly,28,-1.241473043,72.15443844,-1.241473043,59.01375256,Good,313,Need Attention
3288,24,West Virginia,0,38,Weekly,57,1.700668067,42.92586242,1.700668067,33.25044675,Good,443,Loyal Customer
3289,67,South Carolina,0,19,Bi-Weekly,114,1.789457056,42.04379198,1.789457056,32.47295248,Good,523,Potential Loyalist
3290,31,Montana,0,16,Every 3 Months,4,-1.755343027,77.25945799,-1.755343027,63.51353318,Good,222,About to Sleep
3291,52,North Dakota,0,2,Monthly,12,-1.164382078,71.38858151,-1.164382078,58.3386938,Average,314,Need Attention
3292,29,New Mexico,0,11,Monthly,12,-1.850332302,78.20312491,-1.850332302,64.3453212,Average,322,Promising
3293,62,Missouri,0,18,Fortnightly,28,-2.130221156,80.98366886,-2.130221156,66.7962105,Good,321,Promising
3294,19,West Virginia,0,47,Fortnightly,28,2.748692021,32.51431292,2.748692021,24.07326571,Average,355,Loyal Customer
3295,62,South Carolina,0,15,Bi-Weekly,114,1.47032433,45.2142025,1.47032433,35.26748669,Good,523,Potential Loyalist
